flow,unique,multimod,multimod2,widthave,autocorr,c,nrPacketsMode,nrPackets,Covert-tech,split,label
80.143.96.98-133.136.217.104,4,4,2,5.94515168363e-05,0.292884867707,0.714285714285714,0.2,5,NO,train,0
203.188.183.66-116.30.211.144,123,123,2,0.000738203247642,0.0267126603788,45.7142857142857,0.178125,320,NO,train,0
163.18.185.196-66.148.232.169,9,9,2,7.59266796377e-05,0.152180550753,1.42857142857143,0.1,10,NO,train,0
195.8.198.1-163.18.228.246,8,8,1,1.93568663888e-05,0.131538760779,1.42857142857143,0.2,10,NO,train,0
80.143.96.98-133.136.217.100,4,4,2,5.97368027609e-05,0.29255510496,0.714285714285714,0.2,5,NO,train,0
114.219.140.46-163.18.113.80,4,4,1,7.27697715555e-05,0.280135121383,0.714285714285714,0.2,5,NO,train,0
61.75.106.0-163.18.119.251,3,3,0,-1.0,0.25,0.571428571428571,0.25,4,NO,train,0
17.244.161.168-202.198.15.178,111,111,3,0.000180567096128,0.00391639144544,88.5714285714286,0.382258064516,620,NO,train,0
162.2.208.67-203.188.182.92,10,1,64,4.64611628086e-19,0.0454545454545,33.0,0.606060606061,33,NO,train,0
203.188.178.79-121.41.99.145,3,3,2,0.00148878218272,0.5,0.714285714285714,0.4,5,NO,train,0
93.119.29.105-133.136.22.185,2,2,2,1.61128837773e-05,0.5,0.428571428571429,0.333333333333,3,NO,train,0
175.138.104.139-203.188.183.28,9,9,1,0.030717900258,0.273939808482,1.42857142857143,0.1,10,NO,train,0
2.0.0.11-2.0.0.21,64,3,3,0.00208902863566,0.0452367846191,198.114223916,0.20043258832,1387,CAB,train,1
1.0.6.17-1.0.6.27,16,3,2,0.015114023773,0.0303241947347,127.093739968,0.343820224719,890,ZAN,train,1
85.24.0.147-133.136.57.93,2,2,2,1.52411657063e-05,0.5,0.428571428571429,0.333333333333,3,NO,train,0
6.0.1.19-6.0.1.29,23,3,2,0.0160728424217,0.0677813641759,493.803917517,0.372577379231,3457,BER,train,1
9.0.6.11-9.0.6.21,19,3,2,0.0200893474956,0.0154695495268,560.808056182,0.343606724401,3926,ZAN,train,1
203.188.187.107-199.47.45.125,87,1,1,0.595559173373,0.0273698402014,3406.71428571429,0.765630896968,23847,NO,train,0
2.0.5.11-2.0.5.21,52,1,1,0.00626377503993,0.0339049971975,1176.04365706,0.69440058302,8233,LUO,train,1
5.0.0.18-5.0.0.28,79,79,2,0.00275605275572,0.0482882034142,152.689563009,0.173058933583,1069,CAB,train,1
93.119.29.105-150.187.107.85,3,3,2,4.2455014256e-06,0.25,0.571428571428571,0.25,4,NO,train,0
114.32.97.29-203.188.178.79,103,1,1,0.189628087449,0.0328333669496,131.0,0.519083969466,917,NO,train,0
59.79.76.209-163.18.5.189,16,16,2,1.50811726949e-05,0.122178605769,2.42857142857143,0.0588235294118,17,NO,train,0
123.58.155.64-203.188.178.79,3,3,2,0.00111973195151,0.5,0.571428571428571,0.25,4,NO,train,0
123.58.190.3-203.188.178.79,6,6,2,4.60733420711e-05,0.19576222005,1.14285714285714,0.25,8,NO,train,0
192.124.25.137-203.188.167.149,6,1,3,0.0181341188151,0.139363005109,1.57142857142857,0.454545454545,11,NO,train,0
203.188.176.202-163.83.162.91,7,1,2,0.000684352969,0.202347382855,2.28571428571429,0.5625,16,NO,train,0
182.189.118.98-133.99.112.152,4,4,1,9.86845024225e-05,0.298364186631,0.714285714285714,0.2,5,NO,train,0
123.176.182.51-150.187.40.235,4,4,2,6.1079347897e-06,0.2247322432,0.714285714285714,0.2,5,NO,train,0
36.21.64.216-163.18.85.138,2,2,2,0.000131493497448,0.5,0.428571428571429,0.333333333333,3,NO,train,0
93.73.31.144-202.25.33.122,10,10,2,9.7704668042e-05,0.180164861996,1.57142857142857,0.0909090909091,11,NO,train,0
120.160.183.13-133.99.104.0,2,2,2,0.000127773977109,0.5,0.428571428571429,0.333333333333,3,NO,train,0
155.144.25.105-203.188.183.77,5,1,2,0.000795875124616,0.314956901255,1.42857142857143,0.5,10,NO,train,0
182.67.82.147-150.187.203.33,2,2,2,0.000444139489146,0.5,0.428571428571429,0.333333333333,3,NO,train,0
222.85.27.160-202.198.34.171,9,9,2,0.0834865316933,0.218955467549,2.85714285714286,0.25,20,NO,train,0
8.0.6.11-8.0.6.21,21,4,2,0.0167035510617,0.0163523958439,580.82576769,0.219626168224,4066,ZAN,train,1
111.89.46.214-150.187.40.235,2,2,2,0.000132325180688,0.5,0.428571428571429,0.333333333333,3,NO,train,0
122.185.158.227-163.18.47.208,3,3,2,0.000687349879346,0.400973204697,0.571428571428571,0.25,4,NO,train,0
121.228.129.64-150.187.38.124,2,2,2,0.000132634248511,0.5,0.428571428571429,0.333333333333,3,NO,train,0
201.131.167.45-203.188.184.80,2,2,2,0.000132325180688,0.5,0.428571428571429,0.333333333333,3,NO,train,0
124.11.11.210-133.99.114.91,2,2,2,0.000146789085224,0.5,0.428571428571429,0.333333333333,3,NO,train,0
103.13.123.123-133.99.112.152,2,2,2,0.000132017549912,0.5,0.428571428571429,0.333333333333,3,NO,train,0
203.188.178.79-121.41.98.240,5,5,2,0.000317307092824,0.272025434685,1.0,0.285714285714,7,NO,train,0
202.203.227.2-36.27.235.30,4,4,2,3.89620862764e-05,0.222252212227,0.714285714285714,0.2,5,NO,train,0
195.148.215.134-163.18.137.177,2,2,1,-1.0,0.0,0.428571428571429,0.333333333333,3,NO,train,0
115.2.158.246-203.188.178.79,6,6,2,4.58984798649e-05,0.197612090938,1.14285714285714,0.25,8,NO,train,0
210.147.243.82-163.18.147.186,4,4,2,0.0648636866374,0.25,0.857142857142857,0.333333333333,6,NO,train,0
222.170.243.117-203.188.191.146,6,6,1,0.152968218775,0.105458944002,1.28571428571429,0.222222222222,9,NO,train,0
123.58.177.181-203.188.178.79,4,4,2,0.00393008433471,0.416304901251,0.714285714285714,0.2,5,NO,train,0
91.64.192.164-150.187.41.22,4,4,2,5.97182066564e-05,0.292508457578,0.714285714285714,0.2,5,NO,train,0
175.153.212.6-133.99.112.196,2,2,2,0.000130758171969,0.5,0.428571428571429,0.333333333333,3,NO,train,0
121.40.167.238-133.136.100.94,8,8,2,1.19955513241e-05,0.12365785886,1.28571428571429,0.111111111111,9,NO,train,0
61.180.100.55-203.188.183.28,5,5,2,0.098768285027,0.334325396825,1.42857142857143,0.3,10,NO,train,0
203.188.178.79-121.216.91.52,2,2,1,-1.0,0.0,0.571428571428571,0.5,4,NO,train,0
73.100.99.232-202.198.19.33,4,4,2,4.7259461651e-06,0.467932707066,0.714285714285714,0.2,5,NO,train,0
69.220.97.115-163.18.230.190,5,5,2,0.000481668535555,0.127436194196,0.857142857142857,0.166666666667,6,NO,train,0
202.198.15.178-54.1.229.91,54,54,2,0.00188276854641,0.0724313883257,13.8571428571429,0.19587628866,97,NO,train,0
93.77.188.61-133.99.114.58,5,5,1,0.000122830962661,0.378077583082,0.857142857142857,0.166666666667,6,NO,train,0
5.130.77.253-203.188.149.80,22,22,1,3.60862649599e-05,0.138730798185,3.28571428571429,0.0434782608696,23,NO,train,0
113.113.166.233-163.18.203.128,491,491,1,0.0025665100817,0.0299080509381,167.142857142857,0.0145299145299,1170,NO,train,0
113.35.218.117-202.198.5.199,3,3,2,6.6647195607e-06,0.407670719447,0.571428571428571,0.25,4,NO,train,0
1.0.1.14-1.0.1.24,22,2,2,0.0147046091334,0.0657553265592,523.958248948,0.29225736096,3668,BER,train,1
31.13.204.121-163.18.115.160,21,21,2,0.00137220416705,0.113098497863,4.14285714285714,0.206896551724,29,NO,train,0
3.0.0.16-3.0.0.26,41,5,2,0.00200444319663,0.0479446849174,60.2518618822,0.236966824645,422,CAB,train,1
123.75.252.162-133.99.114.91,4,4,2,1.44039115589e-05,0.217160246519,0.714285714285714,0.2,5,NO,train,0
203.188.178.79-121.216.92.148,2,2,1,-1.0,0.0,0.571428571428571,0.5,4,NO,train,0
120.148.193.167-203.188.178.79,7,7,2,5.30596331256e-05,0.136664374909,1.28571428571429,0.222222222222,9,NO,train,0
113.220.202.89-150.187.41.22,2,2,2,0.00013281150778,0.5,0.428571428571429,0.333333333333,3,NO,train,0
89.42.206.22-163.18.57.254,6,6,1,1.00229969914e-05,0.253684127945,1.0,0.142857142857,7,NO,train,0
31.13.204.70-163.18.131.33,15,1,1,0.00804252050201,0.094575837429,5.57142857142857,0.538461538462,39,NO,train,0
121.40.44.159-203.188.178.79,5,5,2,8.4287459027e-06,0.220374223369,1.0,0.285714285714,7,NO,train,0
189.223.217.4-163.18.119.240,17,17,2,0.000948360484831,0.119874608465,2.57142857142857,0.0555555555556,18,NO,train,0
14.0.5.10-14.0.5.20,25,1,1,0.0201008319326,0.0397453223603,2408.90840471,0.641167052126,16863,LUO,train,1
180.81.74.36-133.99.114.58,2,2,2,0.000132767148559,0.5,0.428571428571429,0.333333333333,3,NO,train,0
155.124.207.134-163.18.123.140,2,2,2,0.000132281145686,0.5,0.428571428571429,0.333333333333,3,NO,train,0
3.0.0.10-3.0.0.20,59,59,3,0.00174456862646,0.0843268671006,187.975358228,0.172492401216,1316,CAB,train,1
121.40.123.50-203.188.178.79,6,6,2,4.58776084367e-05,0.197545958096,1.0,0.142857142857,7,NO,train,0
163.18.235.243-111.61.61.242,6,6,2,0.00114587546326,0.1,1.28571428571429,0.222222222222,9,NO,train,0
186.49.131.11-133.99.76.165,2,2,2,0.000131842402251,0.5,0.428571428571429,0.333333333333,3,NO,train,0
202.198.15.178-52.52.147.170,21,21,2,0.000812973490091,0.0600243299688,4.28571428571429,0.133333333333,30,NO,train,0
80.143.96.98-133.136.217.114,2,2,2,9.90542842726e-05,0.5,0.428571428571429,0.333333333333,3,NO,train,0
112.240.171.85-150.187.41.1,2,2,2,0.000132149216352,0.5,0.428571428571429,0.333333333333,3,NO,train,0
203.188.178.61-194.248.24.196,5,5,2,0.0011092745652,0.474482278936,0.857142857142857,0.166666666667,6,NO,train,0
60.76.251.56-150.187.41.22,2,2,2,0.000132325180688,0.5,0.428571428571429,0.333333333333,3,NO,train,0
89.41.177.84-163.18.217.6,2,2,2,0.000395134038555,0.5,0.428571428571429,0.333333333333,3,NO,train,0
186.49.131.11-133.99.76.75,2,2,2,0.000130414974667,0.5,0.428571428571429,0.333333333333,3,NO,train,0
181.71.75.231-133.136.67.161,3,3,2,4.30844813267e-05,0.25,0.571428571428571,0.25,4,NO,train,0
7.0.0.19-7.0.0.29,58,3,3,0.00172238927548,0.0223789004208,175.11710557,0.180261011419,1226,CAB,train,1
208.177.199.137-163.18.35.169,3,3,2,3.2764155515e-06,0.25,0.571428571428571,0.25,4,NO,train,0
203.188.178.31-5.179.49.60,89,3,2,0.000606068423281,0.0636299873507,28.4285714285714,0.422110552764,199,NO,train,0
163.18.171.5-192.110.253.110,11,11,2,9.2255874822e-06,0.263886815655,2.14285714285714,0.266666666667,15,NO,train,0
203.188.178.79-121.216.64.78,2,2,1,-1.0,0.0,0.571428571428571,0.5,4,NO,train,0
203.188.181.138-116.234.110.250,15,4,1,0.0284351133347,0.0339274423973,3.71428571428571,0.153846153846,26,NO,train,0
202.203.227.2-84.237.217.85,10,10,2,3.3896811023e-05,0.222372478492,1.57142857142857,0.0909090909091,11,NO,train,0
123.58.155.10-203.188.178.79,3,3,2,0.132501614262,0.5,0.714285714285714,0.4,5,NO,train,0
88.203.233.207-202.198.21.231,6,6,1,1.01816402584e-05,0.338514558343,1.0,0.142857142857,7,NO,train,0
115.228.17.9-150.187.40.235,4,4,2,9.34165939509e-05,0.297683755784,0.714285714285714,0.2,5,NO,train,0
163.18.38.41-54.169.28.38,25,5,2,6.47274114726e-05,0.399619422243,8.42857142857143,0.135593220339,59,NO,train,0
11.0.4.16-11.0.4.26,46,46,2,0.00316817506042,0.0323640629615,136.12981562,0.0912906610703,953,GAS,train,1
190.195.96.204-163.18.11.97,3,3,2,4.32424577583e-05,0.25,0.571428571428571,0.25,4,NO,train,0
11.0.2.14-11.0.2.24,58,6,2,0.00996257266768,0.0223412818701,318.535746316,0.249775784753,2230,SHA,train,1
118.215.53.46-133.136.115.241,3,3,2,1.35231608441e-05,0.25,0.571428571428571,0.25,4,NO,train,0
111.193.204.128-133.99.112.152,2,2,2,0.000132193163547,0.5,0.428571428571429,0.333333333333,3,NO,train,0
49.79.5.21-133.99.114.91,2,2,2,5.34424365133e-05,0.5,0.428571428571429,0.333333333333,3,NO,train,0
113.243.179.132-150.187.40.254,4,4,1,9.83983813543e-05,0.30015618227,0.714285714285714,0.2,5,NO,train,0
203.188.178.79-218.99.10.178,14,14,3,0.00198586803763,0.0567837096031,3.42857142857143,0.291666666667,24,NO,train,0
202.203.227.216-193.210.13.56,5,5,2,4.2297284712e-06,0.197096416934,0.857142857142857,0.166666666667,6,NO,train,0
107.155.184.59-163.18.243.211,12,12,2,3.11261332153e-05,0.0712570358884,1.85714285714286,0.0769230769231,13,NO,train,0
202.25.33.122-210.143.107.248,19,19,4,0.00264147032427,0.0635322574727,14.3333333333333,0.232558139535,43,NO,train,0
52.208.213.100-202.25.33.122,70,1,9,0.000801365124601,0.0167180770707,483.333333333333,0.651034482759,1450,NO,train,0
203.188.178.79-114.32.249.111,2,2,1,-1.0,0.0,0.571428571428571,0.5,4,NO,train,0
222.13.14.39-133.99.114.91,2,2,2,0.000135436062278,0.5,0.428571428571429,0.333333333333,3,NO,train,0
121.216.73.229-203.188.178.79,6,6,2,4.82330195178e-05,0.146764023751,1.0,0.142857142857,7,NO,train,0
149.193.13.226-203.188.178.79,3,1,2,0.0993762106965,0.5,1.14285714285714,625.0,8,NO,train,0
203.188.178.79-121.216.99.154,3,3,2,0.00409798806996,0.5,0.571428571428571,0.25,4,NO,train,0
163.18.255.158-91.28.166.18,5,5,3,0.0651531679723,0.132786972587,0.857142857142857,0.166666666667,6,NO,train,0
203.188.171.84-107.15.33.186,2,2,2,0.000125158955537,0.5,0.428571428571429,0.333333333333,3,NO,train,0
59.79.173.152-133.136.255.117,2,2,2,5.7639470272e-06,0.5,0.428571428571429,0.333333333333,3,NO,train,0
123.58.136.112-203.188.178.79,3,3,2,0.00104058859368,0.5,0.714285714285714,0.4,5,NO,train,0
203.188.178.79-121.40.27.229,2,2,1,-1.0,0.0,0.571428571428571,0.5,4,NO,train,0
115.236.132.49-203.188.144.158,2,2,2,2.4029163661e-06,0.5,0.428571428571429,0.333333333333,3,NO,train,0
186.96.21.166-150.187.50.201,2,2,2,0.000132237139982,0.5,0.428571428571429,0.333333333333,3,NO,train,0
203.188.178.79-212.180.5.97,271,271,1,0.0147827993239,0.172606842696,1557.0,0.352142398385,10899,NO,train,0
58.243.233.52-203.188.183.28,3,3,1,0.333883569209,0.103718637993,1.42857142857143,0.5,10,NO,train,0
163.18.130.187-202.199.11.220,7,7,1,0.0339856969665,0.220538326507,1.42857142857143,0.3,10,NO,train,0
201.131.167.45-203.188.184.117,2,2,2,0.000133794965596,0.5,0.428571428571429,0.333333333333,3,NO,train,0
194.103.113.240-203.188.178.61,3,3,75,4.3281658100600005e-18,0.200000000001,6.0,0.333333333333,6,NO,train,0
203.188.182.201-45.16.149.74,5,5,2,0.000127150047927,0.488076973558,1.14285714285714,375.0,8,NO,train,0
203.188.178.79-121.40.162.253,4,4,1,0.000397630667986,0.27924953222,0.857142857142857,0.333333333333,6,NO,train,0
123.192.18.231-150.187.40.254,5,5,1,1.17773939791e-05,0.425357490129,0.857142857142857,0.166666666667,6,NO,train,0
163.18.80.201-217.172.180.62,10,10,1,0.00214117413108,0.0500753285541,2.57142857142857,0.166666666667,18,NO,train,0
203.188.178.79-58.15.10.2,3,1,2,0.00736120079234,0.5,0.857142857142857,0.5,6,NO,train,0
203.188.191.73-70.220.179.42,2,2,2,0.0044167204754,0.5,0.428571428571429,0.333333333333,3,NO,train,0
37.108.190.53-133.136.128.219,2,2,2,0.00288046987526,0.5,0.428571428571429,0.333333333333,3,NO,train,0
60.6.53.132-150.187.40.235,12,12,2,1.66993582542e-05,0.299896941408,1.85714285714286,0.0769230769231,13,NO,train,0
220.61.72.16-203.188.190.54,10,10,66,4.05750792922e-19,0.0468317122401,17.0,0.235294117647,17,NO,train,0
133.119.165.32-222.173.47.13,4,4,2,0.000111360254288,0.25,0.714285714285714,0.2,5,NO,train,0
141.232.168.56-203.188.178.79,52,1,2,0.00045620219928,0.0659794330323,44.0,0.753246753247,308,NO,train,0
218.113.228.145-163.18.227.140,2,2,2,0.000132369245017,0.5,0.428571428571429,0.333333333333,3,NO,train,0
14.214.221.66-203.188.255.113,15,15,2,7.31229808431e-05,0.187744413218,2.28571428571429,0.0625,16,NO,train,0
124.165.37.72-133.136.142.250,2,2,2,0.000402332836828,0.5,0.428571428571429,0.333333333333,3,NO,train,0
92.250.153.28-133.136.53.226,2,2,2,3.1155102931e-06,0.5,0.428571428571429,0.333333333333,3,NO,train,0
36.212.100.137-150.187.40.254,2,2,2,0.000133615073205,0.5,0.428571428571429,0.333333333333,3,NO,train,0
218.162.63.16-203.188.201.124,2,2,2,0.000132501614262,0.5,0.428571428571429,0.333333333333,3,NO,train,0
202.203.227.216-17.240.3.186,3,3,2,1.46666933055e-05,0.416499436519,0.571428571428571,0.25,4,NO,train,0
116.230.117.185-133.136.105.77,7,7,2,2.2628691762e-05,0.17723835084,1.14285714285714,125.0,8,NO,train,0
42.182.196.126-133.99.112.152,13,13,1,8.06297274114e-05,0.102577787849,2.14285714285714,0.133333333333,15,NO,train,0
69.22.196.137-133.119.82.236,2,2,2,0.397504842786,0.5,0.428571428571429,0.333333333333,3,NO,train,0
180.198.26.238-150.187.173.188,3,3,2,0.002225118963,0.25,0.571428571428571,0.25,4,NO,train,0
54.204.175.29-163.18.239.77,8,8,1,2.87424507105e-05,0.153172224791,1.42857142857143,0.2,10,NO,train,0
42.214.42.138-203.188.183.28,6,6,2,0.00304919700485,0.236166532119,1.0,0.142857142857,7,NO,train,0
104.14.89.59-163.18.245.60,5,5,2,8.1792285101e-06,0.231604469218,1.0,0.285714285714,7,NO,train,0
9.0.5.15-9.0.5.25,23,1,1,0.0116096669824,0.0419590200148,294.478245809,0.652279340446,2062,LUO,train,1
37.109.128.133-150.187.40.235,5,5,1,0.000120480770442,0.376592195802,0.857142857142857,0.166666666667,6,NO,train,0
114.8.68.70-133.99.114.91,22,22,2,2.16013316876e-05,0.156106206096,3.42857142857143,0.0833333333333,24,NO,train,0
114.17.58.177-133.99.114.58,9,9,1,1.8548345316e-05,0.12516020988,1.42857142857143,0.1,10,NO,train,0
182.67.82.147-150.187.203.208,2,2,2,0.000588896063387,0.5,0.428571428571429,0.333333333333,3,NO,train,0
211.14.176.10-203.188.178.79,46,1,1,0.430591332159,0.127273398776,2320.0,0.571859605911,16240,NO,train,0
203.188.178.79-120.148.254.175,4,4,2,0.00119569296087,0.25,0.714285714285714,0.2,5,NO,train,0
121.21.23.8-202.203.228.11,3,3,2,0.132501614262,0.5,0.571428571428571,0.25,4,NO,train,0
10.0.4.17-10.0.4.27,41,41,2,0.00324206895611,0.082331820013,126.984894745,0.105736782902,889,GAS,train,1
6.0.6.11-6.0.6.21,20,3,2,0.0184769539995,0.0150428423788,603.665100399,0.344297207761,4226,ZAN,train,1
117.155.103.129-133.136.253.227,6,6,2,0.000218057311589,0.174294711746,1.0,0.142857142857,7,NO,train,0
133.119.178.228-180.247.228.150,9,9,1,0.000272112231261,0.0858296823965,2.0,0.285714285714,14,NO,train,0
41.41.42.227-133.99.75.71,2,2,2,0.000373946230279,0.5,0.428571428571429,0.333333333333,3,NO,train,0
203.188.191.142-190.23.72.1,2,2,2,0.000132369245017,0.5,0.428571428571429,0.333333333333,3,NO,train,0
114.219.140.46-150.187.189.247,15,15,1,2.7974586703e-05,0.117123648163,2.28571428571429,0.0625,16,NO,train,0
61.143.184.74-203.188.218.254,2,2,2,0.000132369245017,0.5,0.428571428571429,0.333333333333,3,NO,train,0
202.198.48.90-54.138.120.221,2,2,1,5.40803497398e-05,0.0,0.428571428571429,0.333333333333,3,NO,train,0
10.0.0.13-10.0.0.23,55,2,3,0.0014763450418,0.0228157226024,159.516434327,0.384959713518,1117,CAB,train,1
118.168.245.56-150.187.135.165,2,2,2,0.00013272281896,0.5,0.428571428571429,0.333333333333,3,NO,train,0
222.95.50.105-202.198.11.86,441,441,1,0.00114147462067,0.0365070758606,90.0,0.0126984126984,630,NO,train,0
163.18.25.46-23.234.102.26,3,3,2,0.000606542426813,0.25,0.571428571428571,0.25,4,NO,train,0
124.8.133.51-150.187.40.235,5,5,1,2.75018762807e-05,0.271662262005,0.857142857142857,0.166666666667,6,NO,train,0
202.198.15.167-113.128.240.217,7,7,2,0.000930878107221,0.179962626641,1.14285714285714,125.0,8,NO,train,0
31.13.204.127-163.18.147.142,46,1,3,0.000753154948906,0.0743938075533,99.4285714285714,0.775862068966,696,NO,train,0
177.99.203.5-133.136.32.61,2,2,2,0.000529300722751,0.5,0.428571428571429,0.333333333333,3,NO,train,0
220.126.68.0-133.136.64.115,2,2,2,4.5075731157e-06,0.5,0.428571428571429,0.333333333333,3,NO,train,0
178.221.14.121-150.187.41.1,5,5,2,8.36288538917e-05,0.374848279738,0.857142857142857,0.166666666667,6,NO,train,0
126.213.250.46-202.198.33.89,3,3,1,0.193640268436,0.25,0.571428571428571,0.25,4,NO,train,0
59.78.189.183-150.187.150.76,8,8,2,5.9074756159e-06,0.298650586477,1.28571428571429,0.111111111111,9,NO,train,0
68.24.136.56-150.187.226.195,2,2,2,0.000132634248511,0.5,0.428571428571429,0.333333333333,3,NO,train,0
123.83.27.194-163.18.139.83,4,4,1,5.05523822448e-05,0.264713465495,0.714285714285714,0.2,5,NO,train,0
202.203.227.2-17.244.161.236,11,11,1,0.00206987313955,0.0426469769722,2.28571428571429,0.25,16,NO,train,0
115.232.33.101-203.188.180.80,3,3,2,1.27089797746e-05,0.416666633388,0.571428571428571,0.25,4,NO,train,0
186.20.94.32-202.25.36.4,6,6,2,8.3161262891e-06,0.119562252976,1.0,0.142857142857,7,NO,train,0
207.161.104.1-163.18.184.14,2,2,2,0.000132325180688,0.5,0.428571428571429,0.333333333333,3,NO,train,0
11.0.4.11-11.0.4.21,60,60,2,0.00244675153065,0.0394288193199,171.56203164,0.0657785179017,1201,GAS,train,1
121.40.22.222-203.188.178.79,8,8,2,5.8295815153e-05,0.103024486077,1.28571428571429,0.111111111111,9,NO,train,0
17.243.75.204-203.188.182.250,8,8,1,0.0100814770921,0.126357350631,1.71428571428571,0.25,12,NO,train,0
58.185.4.42-133.136.22.224,14,14,2,1.44548405914e-05,0.103027802633,2.14285714285714,0.0666666666667,15,NO,train,0
23.254.120.51-163.18.136.215,5,1,2,0.00128237076711,0.227168878018,1.85714285714286,0.461538461538,13,NO,train,0
190.23.72.1-203.188.189.28,2,2,2,0.000133615073205,0.5,0.428571428571429,0.333333333333,3,NO,train,0
39.232.59.9-133.99.114.91,2,2,2,0.000196395673313,0.5,0.428571428571429,0.333333333333,3,NO,train,0
110.76.135.80-150.187.41.1,9,9,2,9.65930984185e-05,0.101388846784,1.42857142857143,0.1,10,NO,train,0
112.249.119.74-133.136.219.51,4,4,2,1.31452247877e-05,0.221350118784,0.714285714285714,0.2,5,NO,train,0
122.187.11.13-163.18.89.194,17,17,1,1.70074559831e-05,0.148774400357,2.57142857142857,0.0555555555556,18,NO,train,0
27.58.230.40-133.136.21.27,2,2,2,2.17751214892e-05,0.5,0.428571428571429,0.333333333333,3,NO,train,0
13.148.5.33-202.25.33.122,35,35,1,0.00214044179058,0.0149519311038,9.57142857142857,0.164179104478,67,NO,train,0
119.77.7.95-133.99.114.58,8,8,1,7.46204128975e-05,0.102941634172,1.28571428571429,0.111111111111,9,NO,train,0
9.0.2.10-9.0.2.20,55,4,2,0.00952042107422,0.0192139170776,311.53134211,0.28060522696,2181,SHA,train,1
67.247.184.93-202.25.33.122,4,4,2,9.6675903447e-06,0.222237095461,0.714285714285714,0.2,5,NO,train,0
108.173.68.0-203.188.171.84,2,2,1,-1.0,0.0,0.571428571428571,0.5,4,NO,train,0
121.41.96.170-203.188.178.79,8,8,1,7.49645217219e-05,0.0850306673717,1.28571428571429,0.111111111111,9,NO,train,0
163.18.23.82-52.126.249.150,4,4,1,0.000651894996434,0.25,0.714285714285714,0.2,5,NO,train,0
11.0.0.10-11.0.0.20,57,57,4,0.00129228749958,0.0797028861595,407.595530117,0.213409648406,1223,CAB,train,1
203.188.185.108-74.255.159.182,30,30,1,0.00447951409543,0.0179989322344,9.0,0.365079365079,63,NO,train,0
118.88.95.133-163.18.229.224,11,11,1,1.24171746273e-05,0.125549795791,1.71428571428571,0.0833333333333,12,NO,train,0
133.119.39.3-202.188.32.91,3,3,2,3.4346442254e-06,0.387023183248,0.571428571428571,0.25,4,NO,train,0
190.23.72.1-203.188.188.217,2,2,2,0.00013281150778,0.5,0.428571428571429,0.333333333333,3,NO,train,0
202.235.234.200-202.25.33.122,8,8,1,0.000423448188744,0.126265188447,2.0,0.357142857143,14,NO,train,0
203.188.187.94-36.169.157.220,2,2,2,0.00272263590949,0.5,0.428571428571429,0.333333333333,3,NO,train,0
202.203.227.2-128.168.137.31,10,10,2,3.47762913645e-05,0.207679268095,1.57142857142857,0.0909090909091,11,NO,train,0
134.158.212.243-150.187.233.69,4,4,2,0.08734943857,0.47385620915,0.857142857142857,0.333333333333,6,NO,train,0
204.146.250.156-202.203.227.216,5,5,2,0.000195409589317,0.150854892265,0.857142857142857,0.166666666667,6,NO,train,0
203.188.178.79-121.40.62.250,2,2,1,-1.0,0.0,0.571428571428571,0.5,4,NO,train,0
190.23.72.1-203.188.190.11,2,2,2,0.000132281145686,0.5,0.428571428571429,0.333333333333,3,NO,train,0
163.18.242.147-52.127.114.13,7,7,1,0.002517154461,0.0733764321044,1.71428571428571,0.166666666667,12,NO,train,0
193.44.91.220-203.188.179.171,3,1,2,0.198752421393,0.5,0.857142857142857,0.5,6,NO,train,0
68.24.136.56-150.187.226.252,2,2,2,0.000132944763474,0.5,0.428571428571429,0.333333333333,3,NO,train,0
61.159.11.178-150.187.41.22,2,2,2,0.00013281150778,0.5,0.428571428571429,0.333333333333,3,NO,train,0
185.215.180.29-203.188.178.61,8,8,2,0.000216542516196,0.110416867552,2.28571428571429,0.25,16,NO,train,0
203.188.187.94-192.231.100.133,10,10,2,6.8041848805e-06,0.402681768099,2.14285714285714,0.333333333333,15,NO,train,0
74.17.211.16-163.18.45.35,2,2,2,0.000132237139982,0.5,0.428571428571429,0.333333333333,3,NO,train,0
120.151.26.148-203.188.178.79,6,6,2,4.5903164115e-05,0.197611221754,1.14285714285714,0.25,8,NO,train,0
10.0.6.13-10.0.6.23,16,3,3,0.0190286804823,0.0148282926793,521.38035225,0.337534246575,3650,ZAN,train,1
5.0.6.11-5.0.6.21,19,3,2,0.0189769199677,0.0178518063178,525.527239545,0.309323185648,3679,ZAN,train,1
210.153.96.137-163.18.146.84,10,1,2,0.0274583624282,0.142874900095,4.42857142857143,0.612903225806,31,NO,train,0
163.18.114.121-77.43.209.87,5,5,2,7.6342504725e-06,0.17129909254,0.857142857142857,0.166666666667,6,NO,train,0
188.94.110.239-163.18.34.15,6,6,2,0.0275250489779,0.0833333333333,1.14285714285714,0.25,8,NO,train,0
61.185.77.42-150.187.224.229,6,6,1,1.19421064805e-05,0.29443798014,1.0,0.142857142857,7,NO,train,0
163.18.246.115-31.13.213.115,6,6,1,0.00275993887702,0.0714285714286,1.28571428571429,0.333333333333,9,NO,train,0
1.0.3.14-1.0.3.24,21,21,2,0.00747416308808,0.0268321829071,553.540534562,0.216258064516,3875,JIN,train,1
112.229.64.85-150.187.41.22,4,4,1,9.53484390938e-05,0.298698688361,0.714285714285714,0.2,5,NO,train,0
